Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,player_href
Jabari Walker,2023,2023,F,6-9,215.0,"July 30, 2002",Colorado,https://www.basketball-reference.com/players/w/walkeja01.html
Jimmy Walker,1968,1976,G,6-3,195.0,"April 8, 1944",Providence,https://www.basketball-reference.com/players/w/walkeji01.html
Kemba Walker,2012,2023,G,6-0,184.0,"May 8, 1990",UConn,https://www.basketball-reference.com/players/w/walkeke02.html
Kenny Walker,1987,1995,F,6-8,210.0,"August 18, 1964",Kentucky,https://www.basketball-reference.com/players/w/walkeke01.html
Lonnie Walker IV,2019,2023,G,6-4,204.0,"December 14, 1998",Miami (FL),https://www.basketball-reference.com/players/w/walkelo01.html
M.J. Walker,2022,2022,G,6-5,213.0,"March 28, 1998",Florida State,https://www.basketball-reference.com/players/w/walkemj01.html
Phil Walker,1978,1978,G,6-3,180.0,"March 20, 1956",Millersville,https://www.basketball-reference.com/players/w/walkeph01.html
Samaki Walker,1997,2006,F,6-9,240.0,"February 25, 1976",Louisville,https://www.basketball-reference.com/players/w/walkesa01.html
Wally Walker,1977,1984,F,6-7,190.0,"July 18, 1954",Virginia,https://www.basketball-reference.com/players/w/walkewa01.html
John Wall,2011,2023,G,6-3,210.0,"September 6, 1990",Kentucky,https://www.basketball-reference.com/players/w/walljo01.html
Ben Wallace*,1997,2012,F-C,6-9,240.0,"September 10, 1974",Virginia Union University,https://www.basketball-reference.com/players/w/wallabe01.html
Gerald Wallace,2002,2015,F,6-7,215.0,"July 23, 1982",Alabama,https://www.basketball-reference.com/players/w/wallage01.html
John Wallace,1997,2004,F,6-8,225.0,"February 9, 1974",Syracuse,https://www.basketball-reference.com/players/w/wallajo01.html
Rasheed Wallace,1996,2013,F-C,6-10,225.0,"September 17, 1974",UNC,https://www.basketball-reference.com/players/w/wallara01.html
Red Wallace,1947,1947,G,6-1,185.0,"July 12, 1918",University of Scranton,https://www.basketball-reference.com/players/w/wallare01.html
Tyrone Wallace,2018,2022,G,6-5,198.0,"June 10, 1994",California,https://www.basketball-reference.com/players/w/wallaty01.html
Dwight Waller,1969,1972,F,6-6,220.0,"October 5, 1945",Tennessee State,https://www.basketball-reference.com/players/w/walledw01.html
Jamie Waller,1988,1988,G,6-4,215.0,"November 20, 1964",Virginia Union University,https://www.basketball-reference.com/players/w/walleja01.html
Jim Walsh,1958,1958,F,6-4,195.0,"August 29, 1930",Stanford,https://www.basketball-reference.com/players/w/walshji01.html
Matt Walsh,2006,2006,G-F,6-6,205.0,"December 2, 1982",Florida,https://www.basketball-reference.com/players/w/walshma01.html
Rex Walters,1994,2000,G,6-4,190.0,"March 12, 1970","Northwestern, Kansas",https://www.basketball-reference.com/players/w/waltere01.html
Paul Walther,1950,1955,G-F,6-2,160.0,"March 23, 1927",Tennessee,https://www.basketball-reference.com/players/w/walthpa01.html
Isaac Walthour,1954,1954,G,5-11,163.0,"August 25, 1930",,https://www.basketball-reference.com/players/w/walthis01.html
Bill Walton*,1975,1987,C-F,6-11,210.0,"November 5, 1952",UCLA,https://www.basketball-reference.com/players/w/waltobi01.html
Derrick Walton,2018,2022,G,6-0,189.0,"April 3, 1995",Michigan,https://www.basketball-reference.com/players/w/waltode01.html
Lloyd Walton,1977,1981,G,6-0,160.0,"November 23, 1953",Marquette,https://www.basketball-reference.com/players/w/waltoll01.html
Luke Walton,2004,2013,F,6-8,235.0,"March 28, 1980",Arizona,https://www.basketball-reference.com/players/w/waltolu01.html
Brad Wanamaker,2019,2022,G,6-3,210.0,"July 25, 1989",Pitt,https://www.basketball-reference.com/players/w/wanambr01.html
Bobby Wanzer*,1949,1957,G,6-0,170.0,"June 4, 1921",Seton Hall,https://www.basketball-reference.com/players/w/wanzebo01.html
Perry Warbington,1975,1975,G,6-2,165.0,"September 7, 1952",Georgia Southern University,https://www.basketball-reference.com/players/w/warbipe01.html
Charlie Ward,1995,2005,G,6-2,190.0,"October 12, 1970",Florida State,https://www.basketball-reference.com/players/w/wardch01.html
Gerry Ward,1964,1967,G,6-4,195.0,"September 6, 1941",Boston College,https://www.basketball-reference.com/players/w/wardge01.html
Henry Ward,1976,1977,G-F,6-4,195.0,"January 30, 1952",Jackson State University,https://www.basketball-reference.com/players/w/wardhe01.html
Casper Ware,2014,2014,G,5-10,175.0,"January 17, 1990",Cal State Long Beach,https://www.basketball-reference.com/players/w/wareca01.html
Jim Ware,1967,1969,F,6-7,210.0,"May 2, 1944",Oklahoma City University,https://www.basketball-reference.com/players/w/wareji01.html
Ben Warley,1963,1970,F-G,6-5,200.0,"September 4, 1936",Tennessee State,https://www.basketball-reference.com/players/w/warlebe01.html
Bob Warlick,1966,1970,G-F,6-5,200.0,"March 20, 1941","University of Southern Colorado, Pepperdine",https://www.basketball-reference.com/players/w/warlibo01.html
Cornell Warner,1971,1977,F-C,6-9,220.0,"August 12, 1948",Jackson State University,https://www.basketball-reference.com/players/w/warneco01.html
Jameel Warney,2018,2018,F,6-8,260.0,"January 31, 1994",Stony Brook University,https://www.basketball-reference.com/players/w/warneja01.html
Bob Warren,1969,1976,G,6-5,190.0,"July 17, 1946",Vanderbilt,https://www.basketball-reference.com/players/w/warrebo01.html
John Warren,1970,1974,G-F,6-3,180.0,"July 7, 1947",St. John's,https://www.basketball-reference.com/players/w/warrejo01.html
T.J. Warren,2015,2023,F,6-8,220.0,"September 5, 1993",NC State,https://www.basketball-reference.com/players/w/warretj01.html
Willie Warren,2011,2011,G,6-4,203.0,"October 22, 1989",Oklahoma,https://www.basketball-reference.com/players/w/warrewi01.html
Bryan Warrick,1983,1986,G,6-5,195.0,"July 22, 1959",Saint Joseph's,https://www.basketball-reference.com/players/w/warribr01.html
Hakim Warrick,2006,2013,F,6-9,219.0,"July 8, 1982",Syracuse,https://www.basketball-reference.com/players/w/warriha01.html
Chris Washburn,1987,1988,C,6-11,225.0,"May 13, 1965",NC State,https://www.basketball-reference.com/players/w/washbch01.html
Julian Washburn,2019,2019,F,6-8,210.0,"December 18, 1991",Texas-El Paso,https://www.basketball-reference.com/players/w/washbju01.html
Bobby Washington,1970,1972,G,5-11,175.0,"July 11, 1947",Eastern Kentucky University,https://www.basketball-reference.com/players/w/washibo01.html
Darius Washington,2008,2008,G,6-2,195.0,"December 6, 1985",Memphis,https://www.basketball-reference.com/players/w/washida01.html
Don Washington,1975,1976,F,6-8,210.0,"April 22, 1952",UNC,https://www.basketball-reference.com/players/w/washido01.html
Duane Washington,1988,1993,G,6-4,195.0,"August 31, 1964",Middle Tennessee,https://www.basketball-reference.com/players/w/washidu01.html
Duane Washington Jr.,2022,2023,G,6-3,210.0,"March 24, 2000",Ohio State,https://www.basketball-reference.com/players/w/washidu02.html
Eric Washington,1998,1999,G,6-4,190.0,"March 23, 1974",Alabama,https://www.basketball-reference.com/players/w/washier01.html
Jim Washington,1966,1976,F-C,6-6,210.0,"July 1, 1943",Villanova,https://www.basketball-reference.com/players/w/washiji01.html
Kermit Washington,1974,1988,F-C,6-8,230.0,"September 17, 1951",American University,https://www.basketball-reference.com/players/w/washike01.html
P.J. Washington,2020,2023,F,6-7,230.0,"August 23, 1998",Kentucky,https://www.basketball-reference.com/players/w/washipj01.html
Pearl Washington,1987,1989,G,6-2,190.0,"January 6, 1964",Syracuse,https://www.basketball-reference.com/players/w/washipe01.html
Richard Washington,1977,1982,F-C,6-11,220.0,"July 15, 1955",UCLA,https://www.basketball-reference.com/players/w/washiri01.html
Stan Washington,1975,1975,G,6-4,190.0,"January 23, 1952",University of San Diego,https://www.basketball-reference.com/players/w/washist01.html
Trooper Washington,1968,1973,F-C,6-7,215.0,"April 21, 1944",Cheyney (PA),https://www.basketball-reference.com/players/w/washitr01.html
TyTy Washington Jr.,2023,2023,G,6-3,197.0,"November 15, 2001",Kentucky,https://www.basketball-reference.com/players/w/washity02.html
Wilson Washington,1978,1979,F-C,6-9,227.0,"August 3, 1955",Old Dominion,https://www.basketball-reference.com/players/w/washiwi01.html
Yuta Watanabe,2019,2023,F,6-9,215.0,"October 13, 1994",George Washington,https://www.basketball-reference.com/players/w/watanyu01.html
Lindy Waters III,2022,2023,G,6-6,215.0,"July 28, 1997",Oklahoma State,https://www.basketball-reference.com/players/w/waterli01.html
Tremont Waters,2020,2022,G,5-10,175.0,"January 10, 1998",LSU,https://www.basketball-reference.com/players/w/watertr01.html
Trendon Watford,2022,2023,F,6-9,240.0,"November 9, 2000",LSU,https://www.basketball-reference.com/players/w/watfotr01.html
Darryl Watkins,2008,2012,C,6-11,258.0,"November 8, 1984",Syracuse,https://www.basketball-reference.com/players/w/watkida01.html
Bobby Watson,1955,1955,G,6-0,160.0,"March 22, 1930",Kentucky,https://www.basketball-reference.com/players/w/watsobo01.html
C.J. Watson,2008,2017,G,6-2,175.0,"April 17, 1984",Tennessee,https://www.basketball-reference.com/players/w/watsocj01.html
Earl Watson,2002,2014,G,6-1,195.0,"June 12, 1979",UCLA,https://www.basketball-reference.com/players/w/watsoea01.html
Jamie Watson,1995,1999,F,6-7,190.0,"February 23, 1972",South Carolina,https://www.basketball-reference.com/players/w/watsoja01.html
Paul Watson,2020,2022,G,6-6,210.0,"December 30, 1994",Fresno State,https://www.basketball-reference.com/players/w/watsopa01.html
Peyton Watson,2023,2023,G-F,6-8,200.0,"September 11, 2002",UCLA,https://www.basketball-reference.com/players/w/watsope01.html
Ron Watts,1966,1967,F,6-6,210.0,"May 21, 1943",Wake Forest,https://www.basketball-reference.com/players/w/wattsro01.html
Sam Watts,1971,1971,G,6-3,185.0,"March 14, 1948","Florida A&M, University of Great Falls",https://www.basketball-reference.com/players/w/wattssa01.html
Slick Watts,1974,1979,G,6-1,175.0,"July 22, 1951",Xavier University of Louisiana,https://www.basketball-reference.com/players/w/wattssl01.html
Maalik Wayns,2013,2014,G,6-2,200.0,"May 2, 1991",Villanova,https://www.basketball-reference.com/players/w/waynsma01.html
David Wear,2015,2015,F,6-10,230.0,"September 21, 1990","UNC, UCLA",https://www.basketball-reference.com/players/w/wearda01.html
Travis Wear,2015,2018,F,6-10,230.0,"September 21, 1990","UNC, UCLA",https://www.basketball-reference.com/players/w/weartr01.html
Clarence Weatherspoon,1993,2005,F,6-6,240.0,"September 8, 1970",Southern Miss,https://www.basketball-reference.com/players/w/weathcl01.html
Nick Weatherspoon,1974,1980,F,6-7,195.0,"July 20, 1950",Illinois,https://www.basketball-reference.com/players/w/weathni01.html
Quinndary Weatherspoon,2020,2022,G,6-3,205.0,"September 10, 1996",Mississippi State,https://www.basketball-reference.com/players/w/weathqu01.html
Kyle Weaver,2009,2011,G,6-6,201.0,"February 18, 1986",Washington State,https://www.basketball-reference.com/players/w/weaveky01.html
James Webb III,2018,2018,F,6-9,202.0,"August 19, 1993",Boise State,https://www.basketball-reference.com/players/w/webbja01.html
Jeff Webb,1971,1972,G,6-4,170.0,"July 6, 1948",Kansas State,https://www.basketball-reference.com/players/w/webbje01.html
Marcus Webb,1993,1993,F-C,6-9,255.0,"May 9, 1970",Alabama,https://www.basketball-reference.com/players/w/webbma01.html
Spud Webb,1986,1998,G,5-6,133.0,"July 13, 1963","Midland College, NC State",https://www.basketball-reference.com/players/w/webbsp01.html
Chris Webber*,1994,2008,F-C,6-10,245.0,"March 1, 1973",Michigan,https://www.basketball-reference.com/players/w/webbech01.html
Briante Weber,2016,2018,G,6-2,165.0,"December 29, 1992",VCU,https://www.basketball-reference.com/players/w/weberbr01.html
Jake Weber,1947,1947,C,6-6,225.0,"March 18, 1918",Purdue,https://www.basketball-reference.com/players/w/weberja01.html
Elnardo Webster,1972,1972,F,6-5,190.0,"March 6, 1948","Wharton County Junior College, Saint Peter's College",https://www.basketball-reference.com/players/w/webstel01.html
Jeff Webster,1996,1996,F,6-8,232.0,"February 19, 1971",Oklahoma,https://www.basketball-reference.com/players/w/webstje01.html
Martell Webster,2006,2015,G-F,6-7,230.0,"December 4, 1986",,https://www.basketball-reference.com/players/w/webstma02.html
Marvin Webster,1976,1987,C,7-1,225.0,"April 13, 1952",Morgan State University,https://www.basketball-reference.com/players/w/webstma01.html
Scott Wedman,1975,1987,F-G,6-7,215.0,"July 29, 1952",Colorado,https://www.basketball-reference.com/players/w/wedmasc01.html
Sonny Weems,2009,2016,G-F,6-6,205.0,"July 8, 1986",Arkansas,https://www.basketball-reference.com/players/w/weemsso01.html
Dick Wehr,1949,1949,F,6-4,180.0,"December 9, 1925",Rice University,https://www.basketball-reference.com/players/w/wehrdi01.html
Brant Weidner,1984,1984,F,6-9,230.0,"October 28, 1960",William & Mary,https://www.basketball-reference.com/players/w/weidnbr01.html
Bob Weiss,1966,1977,G,6-2,180.0,"May 7, 1942",Penn State,https://www.basketball-reference.com/players/w/weissbo01.html
Rick Weitzman,1968,1968,G,6-2,175.0,"April 30, 1946",Northeastern University,https://www.basketball-reference.com/players/w/weitzri01.html
Bonzi Wells,1999,2008,G-F,6-5,210.0,"September 28, 1976",Ball State University,https://www.basketball-reference.com/players/w/wellsbo01.html
Bubba Wells,1998,1998,F,6-5,230.0,"July 26, 1974",Austin Peay State University,https://www.basketball-reference.com/players/w/wellsbu01.html
Owen Wells,1975,1975,F,6-7,200.0,"December 9, 1950",Detroit Mercy,https://www.basketball-reference.com/players/w/wellsow01.html
Ralph Wells,1963,1963,G,6-1,180.0,"September 3, 1940",Northwestern,https://www.basketball-reference.com/players/w/wellsra01.html
Chris Welp,1988,1990,C,7-0,245.0,"January 2, 1964",Washington,https://www.basketball-reference.com/players/w/welpch01.html
Jiří Welsch,2003,2006,G,6-7,208.0,"January 27, 1980",,https://www.basketball-reference.com/players/w/welscji01.html
Thomas Welsh,2019,2019,C,7-0,255.0,"February 3, 1996",UCLA,https://www.basketball-reference.com/players/w/welshth01.html
Bill Wennington,1986,2000,C,7-0,245.0,"April 26, 1963",St. John's,https://www.basketball-reference.com/players/w/wennibi01.html
Matt Wenstrom,1994,1994,C,7-1,250.0,"November 4, 1970",UNC,https://www.basketball-reference.com/players/w/wenstma01.html
Robert Werdann,1993,1997,C,6-11,250.0,"September 12, 1970",St. John's,https://www.basketball-reference.com/players/w/werdaro01.html
Ray Wertis,1947,1948,G,5-11,,"July 30, 1923",St. John's,https://www.basketball-reference.com/players/w/wertira01.html
Blake Wesley,2023,2023,G,6-5,185.0,"March 16, 2003",Notre Dame,https://www.basketball-reference.com/players/w/weslebl01.html
David Wesley,1994,2007,G,6-0,190.0,"November 14, 1970",Baylor,https://www.basketball-reference.com/players/w/wesleda01.html
Walt Wesley,1967,1976,C,6-11,220.0,"January 25, 1945",Kansas,https://www.basketball-reference.com/players/w/weslewa01.html
David West,2004,2018,F-C,6-9,250.0,"August 29, 1980",Xavier,https://www.basketball-reference.com/players/w/westda01.html
Delonte West,2005,2012,G,6-4,180.0,"July 26, 1983",Saint Joseph's,https://www.basketball-reference.com/players/w/westde01.html
Doug West,1990,2001,G-F,6-6,200.0,"May 27, 1967",Villanova,https://www.basketball-reference.com/players/w/westdo01.html
Jerry West*,1961,1974,G,6-3,175.0,"May 28, 1938",West Virginia,https://www.basketball-reference.com/players/w/westje01.html
Mario West,2008,2011,G,6-5,210.0,"June 19, 1984",Georgia Tech,https://www.basketball-reference.com/players/w/westma02.html
Mark West,1984,2000,C-F,6-10,230.0,"November 5, 1960",Old Dominion,https://www.basketball-reference.com/players/w/westma01.html
Roland West,1968,1968,G,6-4,178.0,"June 6, 1944",Cincinnati,https://www.basketball-reference.com/players/w/westro01.html
Dexter Westbrook,1968,1968,F,6-8,190.0,,Providence,https://www.basketball-reference.com/players/w/westbde01.html
Russell Westbrook,2009,2023,G,6-3,200.0,"November 12, 1988",UCLA,https://www.basketball-reference.com/players/w/westbru01.html
Paul Westphal*,1973,1984,G,6-4,195.0,"November 30, 1950",USC,https://www.basketball-reference.com/players/w/westppa01.html
John Wetzel,1968,1976,G-F,6-5,190.0,"October 22, 1944",Virginia Tech,https://www.basketball-reference.com/players/w/wetzejo01.html
Robert Whaley,2006,2006,C,6-10,260.0,"April 16, 1982","Barton County Community College, Cincinnati, Walsh University",https://www.basketball-reference.com/players/w/whalero01.html
Ennis Whatley,1984,1997,G,6-3,177.0,"August 11, 1962",Alabama,https://www.basketball-reference.com/players/w/whatlen01.html
DeJuan Wheat,1998,1999,G,6-0,165.0,"October 14, 1973",Louisville,https://www.basketball-reference.com/players/w/wheatde01.html
Clinton Wheeler,1988,1989,G,6-1,185.0,"October 27, 1959",William Paterson University,https://www.basketball-reference.com/players/w/wheelcl01.html
Tyson Wheeler,1999,1999,G,5-10,165.0,"October 8, 1975",Rhode Island,https://www.basketball-reference.com/players/w/wheelty01.html
Skippy Whitaker,1955,1955,G,6-1,180.0,"August 29, 1930",Kentucky,https://www.basketball-reference.com/players/w/whitask01.html
Andrew White,2018,2018,G,6-7,210.0,"June 16, 1993","Nebraska, Syracuse",https://www.basketball-reference.com/players/w/whitean01.html
Coby White,2020,2023,G,6-5,195.0,"February 16, 2000",UNC,https://www.basketball-reference.com/players/w/whiteco01.html
D.J. White,2009,2014,F,6-9,251.0,"August 31, 1986",Indiana,https://www.basketball-reference.com/players/w/whitedj01.html
Derrick White,2018,2023,G,6-4,190.0,"July 2, 1994","Colorado-Colorado Springs, Colorado",https://www.basketball-reference.com/players/w/whitede01.html
Eric White,1988,1989,F,6-8,200.0,"December 30, 1965",Pepperdine,https://www.basketball-reference.com/players/w/whiteer01.html
Herb White,1971,1971,G,6-2,195.0,"June 15, 1948",Georgia,https://www.basketball-reference.com/players/w/whitehe01.html
Hubie White,1963,1971,G-F,6-4,205.0,"January 26, 1940",Villanova,https://www.basketball-reference.com/players/w/whitehu01.html
Jack White,2023,2023,F,6-7,225.0,"August 5, 1997",Duke,https://www.basketball-reference.com/players/w/whiteja03.html
Jahidi White,1999,2005,F-C,6-9,290.0,"February 19, 1976",Georgetown,https://www.basketball-reference.com/players/w/whiteja01.html
James White,2007,2013,G-F,6-7,200.0,"October 21, 1982","Florida, Cincinnati",https://www.basketball-reference.com/players/w/whiteja02.html
Jo Jo White*,1970,1981,G,6-3,190.0,"November 16, 1946",Kansas,https://www.basketball-reference.com/players/w/whitejo01.html
Okaro White,2017,2019,F,6-8,205.0,"August 13, 1992",Florida State,https://www.basketball-reference.com/players/w/whiteok01.html
Randy White,1990,1994,F,6-8,240.0,"November 4, 1967",Louisiana Tech,https://www.basketball-reference.com/players/w/whitera01.html
Rodney White,2002,2005,F,6-9,238.0,"June 28, 1980",UNC Charlotte,https://www.basketball-reference.com/players/w/whitero02.html
Rory White,1983,1987,F,6-8,210.0,"August 16, 1959",University of South Alabama,https://www.basketball-reference.com/players/w/whitero01.html
Royce White,2014,2014,F,6-8,270.0,"April 10, 1991",Iowa State,https://www.basketball-reference.com/players/w/whitero03.html
Rudy White,1976,1981,G,6-2,195.0,"June 23, 1953",Arizona State,https://www.basketball-reference.com/players/w/whiteru01.html
Tony White,1988,1988,G,6-2,170.0,"February 15, 1965",Tennessee,https://www.basketball-reference.com/players/w/whiteto01.html
Willie White,1985,1986,G,6-3,195.0,"August 20, 1962",Chattanooga,https://www.basketball-reference.com/players/w/whitewi01.html
Isaiah Whitehead,2017,2018,G,6-4,213.0,"March 8, 1995",Seton Hall,https://www.basketball-reference.com/players/w/whiteis01.html
Jerome Whitehead,1979,1989,C-F,6-10,220.0,"September 30, 1956",Marquette,https://www.basketball-reference.com/players/w/whiteje01.html
Donald Whiteside,1997,1998,G,5-10,160.0,"April 25, 1969",Northern Illinois,https://www.basketball-reference.com/players/w/whitedo01.html
Hassan Whiteside,2011,2022,C,7-0,265.0,"June 13, 1989",Marshall,https://www.basketball-reference.com/players/w/whiteha01.html
Dwayne Whitfield,1996,1996,F,6-9,240.0,"August 21, 1972",Jackson State University,https://www.basketball-reference.com/players/w/whitfdw01.html
Chris Whitney,1994,2004,G,6-0,168.0,"October 5, 1971",Clemson,https://www.basketball-reference.com/players/w/whitnch01.html
Hank Whitney,1968,1970,F-C,6-7,230.0,"April 28, 1939",Iowa State,https://www.basketball-reference.com/players/w/whitnha01.html
Hawkeye Whitney,1981,1982,G-F,6-5,235.0,"June 22, 1957",NC State,https://www.basketball-reference.com/players/w/whitnha02.html
Greg Whittington,2021,2021,F,6-8,210.0,"February 7, 1993",Georgetown,https://www.basketball-reference.com/players/w/whittgr01.html
Shayne Whittington,2015,2016,F-C,6-11,250.0,"March 27, 1991",Western Michigan,https://www.basketball-reference.com/players/w/whittsh01.html
Sidney Wicks,1972,1981,F-C,6-8,225.0,"September 19, 1949",UCLA,https://www.basketball-reference.com/players/w/wickssi01.html
Ron Widby,1968,1968,F,6-4,210.0,"March 9, 1945",Tennessee,https://www.basketball-reference.com/players/w/widbyro01.html
Murray Wier,1950,1950,G,5-9,155.0,"December 12, 1926",Iowa,https://www.basketball-reference.com/players/w/wiermu01.html
Bob Wiesenhahn,1962,1962,F,6-4,215.0,"December 22, 1938",Cincinnati,https://www.basketball-reference.com/players/w/wiesebo01.html
Joe Wieskamp,2022,2023,G,6-6,212.0,"August 23, 1999",Iowa,https://www.basketball-reference.com/players/w/wieskjo01.html
Aaron Wiggins,2022,2023,G,6-6,200.0,"January 2, 1999",Maryland,https://www.basketball-reference.com/players/w/wiggiaa01.html
Andrew Wiggins,2015,2023,F-G,6-7,197.0,"February 23, 1995",Kansas,https://www.basketball-reference.com/players/w/wiggian01.html
Mitchell Wiggins,1984,1992,G,6-4,185.0,"September 28, 1959","Clemson, Florida State",https://www.basketball-reference.com/players/w/wiggimi01.html
Lindell Wigginton,2022,2023,G,6-2,189.0,"March 28, 1998",Iowa State,https://www.basketball-reference.com/players/w/wiggili01.html
Ken Wilburn,1968,1969,F,6-6,195.0,"June 8, 1944",Central State University,https://www.basketball-reference.com/players/w/wilbuke01.html
C.J. Wilcox,2015,2017,G,6-5,195.0,"December 30, 1990",Washington,https://www.basketball-reference.com/players/w/wilcocj01.html
Chris Wilcox,2003,2013,F,6-10,221.0,"September 3, 1982",Maryland,https://www.basketball-reference.com/players/w/wilcoch01.html
D.C. Wilcutt,1949,1950,G,6-2,165.0,"March 25, 1923",Saint Louis,https://www.basketball-reference.com/players/w/wilcudc01.html
Gene Wiley,1963,1968,C,6-10,210.0,"November 12, 1937",Wichita State,https://www.basketball-reference.com/players/w/wileyge01.html
Jacob Wiley,2018,2018,F,6-7,215.0,"September 4, 1994",Eastern Washington,https://www.basketball-reference.com/players/w/wileyja01.html
Michael Wiley,1981,1982,F,6-9,200.0,"October 16, 1957",Cal State Long Beach,https://www.basketball-reference.com/players/w/wileymi01.html
Morlon Wiley,1989,1995,G,6-4,185.0,"September 24, 1966",Cal State Long Beach,https://www.basketball-reference.com/players/w/wileymo01.html
Win Wilfong,1958,1961,G-F,6-2,185.0,"March 18, 1933",Memphis,https://www.basketball-reference.com/players/w/wilfowi01.html
Lenny Wilkens*,1961,1975,G,6-1,180.0,"October 28, 1937",Providence,https://www.basketball-reference.com/players/w/wilkele01.html
Bob Wilkerson,1977,1983,G-F,6-6,195.0,"August 15, 1954",Indiana,https://www.basketball-reference.com/players/w/wilkebo01.html
Jamaal Wilkes*,1975,1986,F-G,6-6,190.0,"May 2, 1953",UCLA,https://www.basketball-reference.com/players/w/wilkeja01.html
James Wilkes,1981,1983,F,6-7,195.0,"April 1, 1958",UCLA,https://www.basketball-reference.com/players/w/wilkeja02.html
Damien Wilkins,2005,2018,F-G,6-6,225.0,"January 11, 1980","NC State, Georgia",https://www.basketball-reference.com/players/w/wilkida02.html
Dominique Wilkins*,1983,1999,F-G,6-8,215.0,"January 12, 1960",Georgia,https://www.basketball-reference.com/players/w/wilkido01.html
Eddie Lee Wilkins,1985,1993,F-C,6-10,220.0,"May 7, 1962",Gardner-Webb University,https://www.basketball-reference.com/players/w/wilkied01.html
Gerald Wilkins,1986,1999,G-F,6-6,185.0,"September 11, 1963",Chattanooga,https://www.basketball-reference.com/players/w/wilkige01.html
Jeff Wilkins,1981,1986,C-F,6-11,230.0,"March 9, 1955",Illinois State,https://www.basketball-reference.com/players/w/wilkije01.html
Dale Wilkinson,1985,1985,F,6-10,220.0,"March 18, 1960",Idaho State University,https://www.basketball-reference.com/players/w/wilkida01.html
Mike Wilks,2003,2010,G,5-10,185.0,"May 7, 1979",Rice University,https://www.basketball-reference.com/players/w/wilksmi01.html
Aaron Williams,1994,2008,F-C,6-9,220.0,"October 2, 1971",Xavier,https://www.basketball-reference.com/players/w/williaa01.html
Al Williams,1971,1971,F,6-6,200.0,"February 3, 1948",Drake University,https://www.basketball-reference.com/players/w/willial01.html
